"""protein""","""reactionCount"""
"""Q9NQT4""",4
"""Q9P0P0""",1
"""Q9NQ40""",1
"""P21817""",1
"""Q9NPH0""",1
"""Q9P104""",1
"""P15813""",2
"""Q96SY0""",1
"""Q9BZM6""",1
"""P04211""",43
"""Q8WWZ1""",5
"""Q9BYW2""",1
"""Q9P286""",1
"""Q9BYJ1""",1
"""P41587""",4
"""A5PL33""",1
"""Q9BRX5""",2
"""P22557""",1
"""Q9BXS1""",1
"""Q9BY41""",5
"""P30531""",1
"""Q01581""",1
"""O15287""",8
"""P32942""",2
"""P31391""",4
"""O75751""",3
"""Q9UJY4""",3
"""P0C7X2""",1
"""Q13601""",1
"""Q9NPH9""",1
"""P08195""",7
"""Q7Z5R6""",43
"""O75064""",1
"""O75937""",6
"""Q9Y333""",12
"""O94826""",3
"""Q9BXI6""",3
"""P23786""",1
"""Q9UBC3""",5
"""Q9UBM7""",2
"""P36021""",1
"""Q5KSL6""",1
"""P80511""",5
"""Q15366""",10
"""Q9HCM2""",15
"""Q9UHP7""",1
"""Q9UI17""",1
"""P59540""",4
"""O00231""",6
"""Q04637""",18
"""Q8NB16""",2
"""Q969Q5""",3
"""Q8NH72""",1
"""Q9Y2H8""",1
"""Q9Y234""",1
"""Q06055""",4
"""P01767""",44
"""Q8N142""",1
"""O95395""",2
"""Q8N2G4""",1
"""P38936""",19
"""Q9NZU0""",2
"""Q15075""",2
"""Q9NZJ0""",7
"""O14792""",1
"""Q8NH87""",1
"""Q5BKT4""",1
"""Q8NGL7""",1
"""P21730""",5
"""O15350""",9
"""P25100""",7
"""P78324""",11
"""Q9P1Z3""",2
"""Q5T7B8""",8
"""P0C626""",1
"""P25090""",10
"""P13501""",4
"""Q92968""",8
"""Q92989""",11
"""Q9BZJ0""",5
"""Q9NZJ9""",5
"""Q14164""",13
"""Q92854""",11
"""Q8TAP6""",22
"""Q9BTC8""",5
"""P05164""",1
"""Q9BT88""",14
"""O14495""",1
"""Q9NYH9""",1
"""Q9P218""",12
"""Q8IVH4""",2
"""Q7RTY9""",1
"""O15245""",7
"""P15735""",1
"""P52790""",3
"""Q9NR48""",2
"""P14209""",2
"""Q9UM07""",2
"""Q9UBQ0""",1
"""P08294""",1
"""Q68EM7""",1
"""P28074""",4
"""Q96L46""",4
"""Q9BX63""",22
"""P28068""",2
"""P55072""",23
"""Q14533""",3
"""O94925""",1
"""Q00169""",1
"""P23229""",14
"""Q02388""",27
"""Q96T88""",3
"""P46093""",4
"""O75022""",2
"""Q15393""",11
"""Q96IY1""",13
"""Q6Y288""",1
"""Q7L1I2""",4
"""Q9UQE7""",21
"""Q96BZ4""",3
"""O00444""",22
"""P37088""",2
"""Q12959""",5
"""A0JLT2""",1
"""P32249""",4
"""O00330""",4
"""Q53H96""",1
"""D6RCP7""",2
"""Q9H707""",1
"""Q9H6D7""",22
"""O75718""",3
"""Q13564""",6
"""P03950""",1
"""P29375""",2
"""P54289""",1
"""Q16533""",12
"""Q8NH04""",1
"""P56373""",2
"""Q8NGD4""",1
"""Q8IYD8""",10
"""Q8NG94""",1
"""P31994""",1
"""P50914""",20
"""Q8NFM4""",15
"""Q8NHL6""",1
"""Q8NEW0""",1
"""Q14938""",1
"""P78537""",5
"""Q8NHA6""",1
"""Q9NZP2""",1
"""P78423""",4
"""O43524""",9
"""P49638""",2
"""A6NI73""",1
"""Q6VN20""",2
"""O75553""",3
"""Q5UIP0""",4
"""O43493""",20
"""P40238""",2
"""Q92953""",1
"""A6NK59""",8
"""Q9BUA6""",5
"""P10589""",1
"""Q8TBC4""",8
"""Q9BRA0""",1
"""Q9BTU6""",3
"""Q9NZQ7""",4
"""Q02643""",4
"""O14594""",16
"""P23588""",11
"""Q5TF39""",1
"""Q8NEL9""",1
"""O60512""",4
"""Q9UKP4""",2
"""P45452""",24
"""O94952""",9
"""Q13882""",35
"""Q6UWP7""",3
"""Q96SZ5""",1
"""Q9H0P0""",1
"""O75448""",4
"""O95998""",4
"""P49281""",1
"""Q02487""",3
"""A6NN14""",1
"""P61247""",27
"""Q6P461""",1
"""P23297""",1
"""Q96E17""",2
"""P83881""",20
"""Q05513""",14
"""Q8IZY2""",1
"""Q12923""",1
"""Q13591""",3
"""Q14CN4""",3
"""Q9H7Z6""",2
"""Q9UJM8""",4
"""P17927""",7
"""Q9UIL4""",3
"""Q8NCC3""",1
"""Q5SYC1""",1
"""P60866""",27
"""Q8N9Z0""",1
"""Q53H54""",1
"""O75817""",1
"""Q9UIV8""",2
"""Q6P1M0""",1
"""Q96KE9""",6
"""Q9H0E9""",1
"""Q14527""",1
"""P18859""",4
"""Q16611""",5
"""Q70HW3""",1
"""O14802""",18
"""Q8NH93""",1
"""Q8NGX3""",1
"""Q9UGC7""",1
"""Q8N349""",1
"""Q8N8D1""",5
"""Q8N2H9""",8
"""O43602""",2
"""Q9UHF3""",1
"""Q99489""",3
"""O43592""",2
"""P23511""",15
"""Q86YH6""",1
"""Q9NZK5""",2
"""Q9NYS0""",1
"""P16070""",6
"""Q8NGN8""",1
"""P11912""",8
"""Q96G21""",1
"""Q8NGC8""",1
"""Q9C0D9""",1
"""P78345""",1
"""Q02742""",1
"""Q8NFW8""",1
"""Q96GY3""",11
"""P26641""",2
"""Q9NR33""",24
"""P52961""",1
"""Q8WXD0""",4
"""P98088""",14
"""Q5VWG9""",22
"""Q9H2F3""",3
"""Q8WWX0""",8
"""O75334""",11
"""Q96FT7""",1
"""Q9BSB4""",10
"""P18850""",3
"""P17516""",7
"""O00762""",30
"""P23396""",27
"""P52815""",10
"""P36405""",6
"""P25786""",4
"""Q8IVI9""",3
"""Q8IUQ4""",7
"""O94874""",3
"""Q04721""",23
"""Q9UKX7""",35
"""Q8NBZ0""",2
"""Q9Y6I9""",1
"""Q9UKM7""",4
"""Q9UHX1""",6
"""Q9UJW3""",4
"""P09917""",30
"""P08174""",10
"""Q68DV7""",4
"""Q7Z5N4""",1
"""P35499""",2
"""O75916""",5
"""Q9P032""",7
"""Q9Y5P8""",5
"""Q9Y618""",12
"""P29474""",19
"""Q8WWM9""",3
"""Q14626""",2
"""P54274""",2
"""Q99879""",120
"""Q9UPN7""",1
"""Q15459""",6
"""Q53TQ3""",2
"""P46019""",1
"""Q14CB8""",1
"""Q14449""",1
"""Q6IEG0""",5
"""Q9NV23""",1
"""Q75MW2""",1
"""Q8N307""",16
"""Q16719""",1
"""Q8NFZ5""",7
"""Q66LE6""",1
"""Q96H20""",2
"""Q6PKD1""",4
"""P00709""",2
"""Q969K3""",4
"""P01569""",13
"""Q9C0K7""",2
"""P51654""",22
"""P43353""",3
"""P78417""",3
"""Q9GZQ3""",14
"""P40925""",1
"""Q9P2N6""",1
"""P51648""",2
"""P15153""",11
"""P98187""",5
"""P0C5Y9""",69
"""Q13393""",5
"""Q92947""",1
"""P22749""",2
"""P35754""",3
"""A0A075B6S6""",43
"""Q6XR72""",1
"""P18283""",5
"""Q15007""",1
"""O95182""",7
"""P19012""",3
"""O00168""",1
"""O94973""",45
"""O75943""",12
"""P08579""",6
"""Q9NR81""",3
"""Q9ULM6""",2
"""P32519""",3
"""Q8NFD5""",4
"""Q14653""",26
"""Q13106""",1
"""P00403""",1
"""Q14839""",6
"""Q9Y6E7""",1
"""Q6P3W2""",1
"""Q14512""",1
"""Q96DR8""",14
"""Q8N6N7""",1
"""P63211""",74
"""Q9UPU5""",2
"""P58181""",1
"""P11168""",4
"""O60341""",10
"""Q9NQ76""",1
"""Q9NPI5""",2
"""Q659A1""",1
"""O43914""",30
"""Q9BWD1""",1
"""Q9BW91""",1
"""Q6P050""",9
"""Q4G176""",1
"""Q5T160""",1
"""P0C0P6""",7
"""Q9BVW5""",2
"""Q9BY77""",6
"""Q86XP1""",1
"""P30453""",17
"""Q5TA77""",2
"""P78330""",1
"""Q3SYC2""",1
"""Q93100""",3
"""O15068""",3
"""P13807""",10
"""O75460""",4
"""P21802""",58
"""O43617""",5
"""P40145""",18
"""P09341""",6
"""P23526""",2
"""O43586""",1
"""Q13492""",18
"""P04798""",7
"""Q9H490""",1
"""P24386""",22
"""Q8WZA1""",1
"""Q02763""",15
"""Q86UQ0""",1
"""Q86WZ6""",1
"""P23381""",1
"""P62191""",5
"""P62851""",27
"""Q15762""",2
"""Q8TAU3""",1
"""Q9UM13""",28
"""Q8IUR0""",5
"""Q9ULE3""",1
"""O00267""",49
"""Q969H6""",1
"""P15927""",81
"""Q16512""",16
"""P43155""",4
"""Q9H344""",1
"""P19105""",6
"""Q9UKL2""",1
"""Q01726""",4
"""O75355""",2
"""Q96N38""",1
"""P29016""",2
"""Q05086""",3
"""Q96L93""",3
"""O95977""",4
"""O76074""",1
"""P35556""",1
"""Q7L3S4""",1
"""Q15465""",23
"""P56856""",1
"""O14526""",8
"""Q9NPA2""",2
"""P00325""",1
"""Q9Y639""",1
"""P01185""",27
"""Q68CZ1""",3
"""Q07866""",5
"""P49821""",4
"""A6NKK0""",1
"""O43790""",3
"""Q9BQE3""",12
"""P02585""",4
"""P38405""",10
"""Q9NW64""",5
"""P08700""",20
"""Q96BR1""",1
"""O00471""",1
"""O75865""",5
"""Q9H6R4""",1
"""P16190""",16
"""P51159""",4
"""Q5VZE5""",1
"""P49770""",2
"""P15516""",2
"""Q96JH7""",1
"""O75610""",3
"""P17600""",4
"""Q96A54""",2
"""Q8TDB6""",3
"""P05455""",1
"""Q96PC3""",14
"""O00180""",2
"""Q14314""",1
"""P62263""",28
"""P25208""",15
"""Q96B26""",4
"""P09455""",5
"""Q3SYG4""",4
"""Q13304""",8
"""P59534""",4
"""P36639""",3
"""Q8N823""",1
"""Q8N7Q3""",1
"""Q9H598""",4
"""Q6ZVD8""",1
"""Q96FE5""",4
"""P29084""",25
"""O95197""",1
"""Q96EY5""",5
"""Q14209""",5
"""Q9HAN9""",1
"""O14625""",4
"""Q8NEB5""",1
"""P84022""",48
"""Q9NPJ1""",1
"""Q9Y5Y7""",2
"""O60704""",1
"""Q07092""",14
"""Q9H1N7""",1
"""Q8N3Y1""",9
"""P49368""",16
"""Q86U42""",12
"""Q9NX63""",1
"""Q6PI25""",11
"""Q9BQA1""",9
"""Q9NX57""",2
"""Q96JY0""",1
"""P06028""",1
"""Q8NBM8""",1
"""P05023""",1
"""Q9NP56""",1
"""O43929""",18
"""Q562F6""",13
"""P03923""",6
"""Q8TDE3""",2
"""Q86YS6""",5
"""Q96S06""",1
"""P0CG06""",43
"""Q96RD6""",1
"""Q13007""",1
"""Q01201""",5
"""Q8TCC3""",10
"""P30447""",16
"""P24557""",2
"""Q8IYI6""",1
"""P12277""",1
"""Q6ZW61""",1
"""Q9UNX4""",1
"""P30519""",2
"""Q9UGP8""",1
"""Q9GZY6""",6
"""Q9H4F1""",2
"""Q9Y255""",2
"""P16298""",7
"""Q9H4E5""",5
"""Q14050""",20
"""Q8TBX8""",4
"""P16157""",14
"""Q16647""",4
"""Q9HBY8""",1
"""P56181""",4
"""P09923""",2
"""Q9NSB4""",3
"""O15371""",8
"""O95816""",1
"""Q9NRA0""",2
"""Q9Y624""",11
"""Q6NUQ1""",1
"""Q14746""",6
"""P00492""",1
"""P01242""",24
"""P01236""",7
"""P10070""",13
"""Q86UR5""",12
"""P04180""",5
"""P30837""",1
"""P52701""",6
"""Q29865""",16
"""P14091""",3
"""O94760""",1
"""P00387""",3
"""Q9BX84""",1
"""P01137""",53
"""Q8TDY2""",10
"""Q8WV24""",2
"""P53420""",16
"""Q5VYX0""",1
"""Q8TDN2""",1
"""P06310""",43
"""Q68DK7""",1
"""P43686""",4
"""Q8TDX6""",1
"""Q9BXT6""",3
"""P18085""",15
"""P23109""",1
"""P42025""",2
"""P39880""",9
"""P61601""",2
"""Q96KN8""",1
"""Q95604""",16
"""P07902""",1
"""Q9UHD2""",26
"""P16871""",20
"""Q96R28""",1
"""Q9UH92""",1
"""P17735""",2
"""Q9Y2G3""",3
"""Q99619""",8
"""O95405""",11
"""A2KUC3""",44
"""Q99594""",4
"""Q86XD5""",5
"""Q8NG11""",2
"""Q6ZMW2""",1
"""O14610""",68
"""Q9UNW8""",4
"""O60830""",8
"""Q9Y6Q3""",1
"""Q8NHC7""",1
"""Q8N157""",3
"""Q7KZF4""",5
"""P10314""",16
"""Q717R9""",3
"""Q92974""",3
"""P04424""",1
"""O14511""",42
"""P12694""",4
"""Q9NZH8""",2
"""Q8NDX6""",1
"""O43920""",3
"""O60725""",1
"""Q7Z698""",5
"""Q5JPH6""",1
"""Q13489""",20
"""O75508""",1
"""Q9Y5C1""",2
"""Q13162""",2
"""Q15573""",14
"""O76062""",1
"""Q96EY8""",1
"""P23378""",1
"""P56277""",1
"""P25789""",4
"""Q15759""",16
"""O95278""",4
"""Q86U86""",4
"""P19878""",8
"""Q8IUD6""",23
"""Q8NDW4""",1
"""A1A4S6""",3
"""Q9Y2Z0""",2
"""P29597""",60
"""Q9UKK9""",1
"""Q9UJT9""",13
"""P01833""",1
"""Q9Y2D0""",2
"""P20062""",3
"""P58397""",2
"""A0M8Q6""",43
"""Q92665""",12
"""Q86SR1""",1
"""Q92551""",10
"""Q8NBN7""",1
"""P82987""",2
"""A6NM03""",1
"""P12271""",6
"""Q9NUP1""",1
"""O15056""",12
"""O60437""",8
"""Q9NP59""",4
"""P14868""",10
"""Q2MJR0""",4
"""Q9BX66""",4
"""P17021""",1
"""Q99706""",1
"""Q96IY4""",2
"""P06396""",3
"""P35367""",4
"""Q8TD43""",1
"""P24311""",1
"""O00141""",4
"""P06276""",2
"""P13686""",1
"""Q96B97""",31
"""Q9H410""",14
"""O00327""",18
"""Q9H3Z4""",4
"""O95971""",1
"""O95992""",1
"""Q5JQS5""",1
"""Q9H3D4""",9
"""Q96NY8""",4
"""P62875""",152
"""P24821""",8
"""Q8WXK1""",8
"""Q13261""",2
"""P54652""",18
"""Q01968""",18
"""Q14781""",8
"""P57735""",2
"""Q16401""",4
"""Q9UJX2""",28
"""Q6ZNA4""",8
"""Q7Z624""",1
"""Q8NFM7""",2
"""Q6ZMJ4""",5
"""Q9NR63""",2
"""O15260""",5
"""Q13084""",10
"""Q9Y6D5""",1
"""Q9Y6Y9""",42
"""Q9UDV7""",1
"""Q3B726""",12
"""O95866""",3
"""Q9Y5X5""",4
"""O60500""",13
"""P02792""",4
"""Q09470""",1
"""Q92764""",3
"""P04406""",2
"""Q9MY60""",1
"""Q5TA50""",1
"""Q9NX24""",2
"""Q9NWF4""",1
"""O15155""",9
"""Q8NBJ5""",2
"""P10145""",6
"""P0C7N1""",1
"""P40424""",1
"""Q8TCX1""",4
"""Q96IF1""",7
"""Q9BQK8""",5
"""P07911""",1
"""P42684""",4
"""P12931""",159
"""Q3MII6""",2
"""Q96A00""",2
"""Q9UNL2""",2
"""Q6IE81""",1
"""P08651""",1
"""Q06730""",1
"""P14649""",5
"""Q969E3""",1
"""Q9GZV3""",1
"""Q13588""",1
"""Q96PE7""",1
"""Q9GZK3""",1
"""Q9BV68""",3
"""P61619""",4
"""Q14994""",1
"""O00750""",1
"""P61313""",20
"""P56589""",1
"""Q8TC59""",3
"""O00255""",5
"""Q15084""",1
"""O95263""",1
"""P25774""",11
"""Q8IY18""",1
"""Q6ZPD8""",1
"""Q8NEY4""",4
"""P47944""",3
"""O96013""",1
"""Q9Y6Q6""",3
"""O14795""",10
"""Q9HB55""",4
"""O75529""",1
"""P78333""",23
"""P35658""",36
"""Q8N5Y2""",1
"""P01344""",22
"""P98082""",18
"""Q13042""",28
"""P61978""",9
"""P37268""",2
"""Q08999""",19
"""P56178""",1
"""Q8TAD4""",1
"""P30939""",4
"""P01854""",11
"""Q9NXD2""",2
"""O15254""",3
"""P49257""",13
"""P28799""",1
"""O60583""",27
"""P20929""",4
"""Q9BPX1""",1
"""Q5T4S7""",6
"""Q8NHV4""",22
"""Q5VZM2""",20
"""Q96JF0""",1
"""P60953""",53
"""Q96PV0""",2
"""P04183""",1
"""P17213""",4
"""P04843""",3
"""Q9NVH6""",1
"""Q5VZ72""",1
"""P51948""",76
"""Q96BP3""",2
"""P51813""",2
"""P33778""",120
"""P98160""",34
"""Q9H4G0""",3
"""P07203""",6
"""Q9UIC8""",1
"""P29972""",6
"""Q9UHB4""",1
"""Q8WUD6""",1
"""P23582""",1
"""P17036""",1
"""Q15771""",3
"""Q9Y2P5""",5
"""Q9Y315""",3
"""Q06136""",1
"""Q9Y2E5""",1
"""Q4ZJI4""",1
"""Q96C28""",1
"""O95476""",1
"""Q86Y97""",2
"""P35247""",4
"""Q02817""",14
"""P39877""",6
"""O14904""",6
"""Q15042""",3
"""O00213""",1
"""Q9HCU8""",37
"""P08567""",1
"""Q9UHC9""",3
"""O75436""",1
"""P28347""",4
"""Q5T871""",2
"""Q8NH54""",1
"""Q15672""",2
"""Q6MZP7""",11
"""Q149N8""",1
"""Q9H2B4""",1
"""Q13255""",7
"""P55210""",8
"""P54646""",20
"""O95185""",4
"""P36507""",37
"""Q5T751""",2
"""Q14005""",2
"""O14613""",1
"""Q9BUB5""",1
"""Q6ZMV9""",3
"""Q6ZN79""",1
"""O14607""",2
"""P30711""",1
"""O15467""",4
"""Q9UKT8""",10
"""Q9UL58""",1
"""P11021""",12
"""O14576""",16
"""Q5JVS0""",1
"""P32321""",1
"""Q6T4P5""",1
"""P02786""",23
"""Q9P289""",1
"""Q9BY50""",4
"""P14151""",3
"""P53621""",11
"""O76000""",1
"""P01011""",3
"""Q9BR84""",1
"""Q00610""",49
"""Q8TF62""",4
"""Q03111""",11
"""Q9NPI8""",8
"""P11686""",3
"""Q6IEY1""",1
"""Q5TAP6""",1
"""O00411""",1
"""Q9UQ53""",1
"""Q12926""",6
"""Q9Y2H2""",1
"""O75145""",11
"""O43766""",1
"""Q9UBN6""",1
"""O76009""",3
"""Q96R84""",1
"""Q7Z494""",3
"""Q13099""",5
"""Q14515""",1
"""O75795""",1
"""Q5H9L4""",22
"""Q96GX1""",3
"""Q16620""",28
"""P38435""",9
"""Q8TE57""",3
"""P35346""",4
"""Q86SE9""",1
"""Q9GZY0""",3
"""Q6UXZ4""",2
"""Q8NH81""",1
"""Q8NGW1""",1
"""Q8IYW5""",19
"""P63208""",49
"""Q8NGL1""",1
"""Q8NGA1""",1
"""O15530""",30
"""Q8WZ64""",1
"""P29966""",1
"""O95398""",5
"""Q08334""",10
"""Q96NW7""",1
"""P62854""",27
"""O60880""",1
"""Q30KQ3""",1
"""Q7Z2W9""",10
"""Q16629""",17
"""Q15078""",21
"""Q16515""",2
"""O14520""",5
"""Q32P28""",3
"""Q8IX19""",2
"""Q52LW3""",1
"""Q08AG7""",3
"""Q8NGB6""",1
"""Q9NZ43""",3
"""Q8NG76""",1
"""P11234""",2
"""P06870""",1
"""Q52LA3""",11
"""P00480""",4
"""P84103""",12
"""Q9NZN4""",1
"""Q75QN2""",1
"""Q9UM01""",2
"""O60895""",5
"""Q9Y6W8""",4
"""Q9P0L1""",1
"""O43314""",2
"""P57729""",3
"""P02750""",3
"""Q9P2U7""",4
"""O75343""",2
"""Q96ME1""",10
"""P20248""",38
"""Q8TA94""",1
"""Q92743""",1
"""P30825""",1
"""Q9BRJ2""",10
"""Q96EG1""",1
"""Q86TX2""",1
"""P10244""",3
"""P61328""",1
"""Q9NXR8""",1
"""Q9NWZ3""",42
"""Q04844""",2
"""Q9UQ80""",1
"""Q2MV58""",3
"""Q7Z4G1""",14
"""Q9UIE0""",1
"""Q5T5A8""",2
"""P20815""",5
"""P08183""",2
"""P17900""",3
"""Q8WWY8""",1
"""Q9H227""",1
"""Q9BYT8""",1
"""Q96Q91""",1
"""Q8WWN8""",1
"""Q86YC2""",7
"""P18754""",1
"""Q13057""",2
"""Q9H0B6""",5
"""Q96DC9""",2
"""P51828""",15
"""Q8IY92""",3
"""Q03188""",15
"""D6RJB6""",2
"""O00519""",1
"""Q13573""",30
"""P28332""",1
"""P46663""",7
"""Q9Y336""",2
"""Q5GJ75""",1
"""Q96PN6""",1
"""O95201""",1
"""Q8N130""",1
"""O95497""",3
"""Q07869""",4
"""Q12889""",1
"""P35268""",20
"""Q99576""",1
"""Q15843""",27
"""Q96I99""",1
"""Q6P1J6""",2
"""Q8N972""",1
"""P62266""",27
"""Q6ZWT7""",4
"""Q8N1M1""",2
"""A6NK53""",1
"""Q9HD89""",2
"""Q8IXN7""",1
"""Q96A98""",4
"""P38398""",39
"""P59537""",4
"""Q8NGV5""",1
"""Q9NZF1""",1
"""Q8NGI4""",1
"""Q9P2M4""",1
"""Q8N139""",2
"""P35637""",7
"""P21217""",1
"""O43688""",1
"""Q15738""",2
"""P56937""",2
"""Q92956""",4
"""O14628""",1
"""Q8NEM8""",1
"""Q96G03""",6
"""P24347""",4
"""Q96EX3""",4
"""Q9NRF9""",24
"""P40616""",5
"""A1L3X0""",2
"""P15036""",3
"""Q9UBX1""",3
"""O75151""",2
"""Q5XKE5""",3
"""Q96RD0""",1
"""P15692""",46
"""Q8WVC0""",12
"""Q9UBM1""",1
"""P61916""",3
"""Q9H0E3""",3
"""P42226""",11
"""P11717""",22
"""Q9BZI7""",10
"""P50991""",16
"""P36222""",1
"""Q99966""",3
"""Q02241""",5
"""P43632""",1
"""Q13156""",3
"""P42081""",15
"""P05026""",2
"""Q96EN8""",1
"""P63220""",27
"""P07437""",23
"""P18031""",9
"""P38606""",4
"""P27987""",1
"""P43626""",1
"""Q9UQ74""",1
"""Q96BN2""",1
"""Q96EC8""",4
"""Q9UIM3""",1
"""O94856""",9
"""Q6IA17""",2
"""Q13480""",73
"""P55735""",24
"""Q5JTZ9""",1
"""Q9Y2Y4""",1
"""Q7Z3B4""",35
"""Q9H008""",1
"""P67870""",12
"""Q15750""",23
"""O15041""",1
"""Q9Y3D8""",1
"""O95461""",2
"""O75019""",1
"""Q14416""",4
"""Q9Y2X8""",3
"""P59095""",1
"""Q15276""",1
"""Q8NGY2""",1
"""Q8NGN2""",1
"""Q8NGC2""",1
"""Q8NGX6""",1
"""Q8NFU1""",2
"""O60911""",10
"""O15551""",1
"""Q0WX57""",2
"""P01350""",4
"""P49746""",1
"""Q8N103""",1
"""Q9BSW2""",1
"""O96028""",32
"""Q8NG97""",1
"""P78348""",2
"""P05230""",160
"""Q96EP0""",3
"""Q9BTT4""",4
"""Q92914""",1
"""Q9NZP5""",1
"""Q86WC4""",1
"""Q8NET6""",1
"""O15446""",12
"""P01911""",31
"""P0DJD9""",2
"""Q969S9""",2
"""Q9H9E3""",6
"""A4D1E1""",1
"""Q9UKB1""",15
"""P02765""",3
"""Q5J5C9""",1
"""P52298""",56
"""Q96MF6""",1
"""Q13183""",1
"""P09110""",7
"""P21675""",22
"""P23409""",2
"""O75223""",1
"""P16520""",74
"""Q96F25""",1
"""Q9H3N8""",4
"""Q96RU2""",1
"""O76083""",1
"""Q96E11""",3
"""P17405""",1
"""Q96DZ5""",1
"""O95299""",7
"""Q08043""",5
"""Q86VX9""",1
"""P51153""",5
"""Q04724""",10
"""O94955""",2
"""Q6ZUT9""",1
"""Q13885""",12
"""P46783""",27
"""O75925""",14
"""Q9Y2Q1""",1
"""Q9UBW5""",2
"""O95674""",1
"""Q9Y4D7""",2
"""O94808""",1
"""Q9NPF2""",1
"""O14910""",3
"""Q92572""",4
"""P49137""",9
"""Q9HCK4""",9
"""Q8NH60""",1
"""Q8NGJ0""",1
"""O15269""",1
"""Q9Y216""",5
"""O43704""",2
"""Q13639""",4
"""P01614""",43
"""Q15858""",2
"""O60499""",3
"""Q9NZS2""",1
"""Q8NGK5""",1
"""Q8TCU4""",22
"""Q9BT40""",2
"""Q8NH69""",1
"""Q8NGU9""",3
"""Q9NZ01""",1
"""Q8NGJ9""",1
"""O15524""",13
"""P98196""",4
"""O60218""",1
"""P31949""",1
"""P34903""",2
"""P49407""",53
"""Q9H2C0""",6
"""Q9UDW3""",5
"""Q9BSV6""",1
"""Q86VP6""",7
"""A6NI28""",1
"""Q14032""",5
"""O00744""",4
"""P06858""",6
"""Q8IVQ6""",1
"""Q10713""",3
"""Q9UMD9""",19
"""P06744""",4
"""Q9ULC5""",1
"""Q9ULX9""",2
"""Q9H7D0""",1
"""P38117""",3
"""O75832""",4
"""Q9HA77""",1
"""Q06547""",7
"""Q9Y6F6""",1
"""Q9Y3Q0""",1
"""O94913""",10
"""P28908""",1
"""Q13651""",5
"""Q9Y606""",2
"""Q8N4F0""",2
"""P53708""",6
"""O94907""",2
"""P49356""",1
"""Q13177""",35
"""Q9H1B5""",1
"""Q15375""",2
"""P49902""",2
"""Q14697""",2
"""Q6IWH7""",1
"""Q9UQC9""",4
"""Q6IMI4""",2
"""O14508""",8
"""Q92530""",4
"""P46777""",20
"""Q7Z3Y9""",3
"""O14498""",1
"""A5YM72""",1
"""Q9Y2Z9""",1
"""P01848""",17
"""P49917""",5
"""Q13546""",43
"""P04792""",2
"""O43772""",1
"""P04001""",7
"""P49116""",1
"""Q86XF0""",2
"""Q8NFA2""",2
"""Q92539""",5
"""P26842""",1
"""Q969S0""",2
"""O15431""",1
"""Q969H0""",16
"""Q6UWY0""",1
"""P34810""",1
"""O43506""",1
"""P35670""",1
"""Q5JRS4""",1
"""P24941""",46
"""P54886""",1
"""P23415""",1
"""Q8WYK0""",1
"""Q9BUL9""",1
"""O75400""",3
"""P41440""",1
"""Q01105""",2
"""Q8TBA6""",1
"""Q96NB3""",10
"""P19801""",2
"""P40189""",21
"""Q96FX2""",1
"""Q9HC96""",1
"""Q6FI13""",83
"""Q96GC6""",1
"""Q9HBM6""",23
"""P52209""",1
"""Q68D51""",1
"""Q99217""",1
"""P09104""",2
"""Q99873""",17
"""Q7Z7M9""",1
"""Q14500""",2
"""Q13936""",3
"""Q9H082""",5
"""P02771""",1
"""Q8WXI9""",6
"""P56199""",18
"""Q16880""",1
"""Q12905""",3
"""Q53HV7""",3
"""Q8NCW5""",1
"""Q7Z4N8""",1
"""Q8N628""",1
"""P48960""",3
"""Q9P107""",1
"""Q6P1K2""",13
"""Q9NPH3""",14
"""Q15369""",49
"""P49023""",15
"""Q8NHM5""",2
"""O43184""",2
"""O43865""",2
"""Q9C0K1""",1
"""P04090""",5
"""P24530""",4
"""P41143""",4
"""Q5T9A4""",2
"""P78504""",21
"""P54793""",1
"""P03905""",4
"""P21399""",3
"""Q01974""",3
"""Q9C0C7""",4
"""P18463""",16
"""Q01860""",19
"""Q86X83""",14
"""P24539""",4
"""P25103""",19
"""Q96GM1""",1
"""O15539""",1
"""Q14203""",25
"""P12259""",19
"""Q9ULY5""",7
"""P08588""",4
"""Q9UKV0""",2
"""Q9ULL4""",1
"""Q7Z6M1""",3
"""Q969F8""",4
"""P15884""",2
"""P68371""",35
"""Q9Y5N1""",4
"""P23471""",1
"""Q9C075""",3
"""P43251""",2
"""Q8NFT8""",1
"""P07602""",8
"""Q9ULM3""",1
"""P12814""",4
"""Q9NSC5""",3
"""O60763""",13
"""O43598""",1
"""P08648""",7
"""P51587""",10
"""Q15561""",4
"""O76050""",6
"""Q14691""",2
"""Q86UD5""",1
"""P05997""",14
"""Q96EE3""",48
"""P06753""",8
"""Q96F07""",6
"""Q9NQR9""",1
"""Q9NWX5""",8
"""P61966""",14
"""P43146""",28
"""Q04826""",16
"""P51801""",1
"""Q96DA2""",3
"""P13497""",7
"""P19086""",20
"""Q12982""",5
"""Q14410""",1
"""Q9H209""",1
"""O95470""",2
"""Q9H1D9""",18
"""Q9H0L4""",11
"""Q32ZL2""",1
"""P61019""",3
"""Q14586""",1
"""Q04727""",10
"""Q99735""",2
"""Q7L2Z9""",15
"""P10721""",34
"""Q14CW9""",1
"""Q8IZJ6""",2
"""P30501""",16
"""Q9Y2P8""",1
"""Q7Z398""",1
"""Q9UPQ9""",46
"""Q9Y2E8""",1
"""Q719H9""",1
"""P14550""",2
"""P59665""",10
